database_name,database_position,database_age,database_ca,database_pa,database_nationality,database_club,database_uid,角球,传中,盘带,射门,接球,任意球,头球,远射,界外球,盯人,传球,罚点球,抢断,技术,侵略性,预判,勇敢,镇定,集中,决断,意志力,想象力,领导力,无球跑动,防守站位,团队合作,视野,工作投入,爆发力,灵活,平衡,弹跳,体质,速度,耐力,强壮,稳定,肮脏,大赛,伤病,多样,制空能力,拦截传中,沟通,神经指数,手控球,大脚开球,一对一,反应,出击,击球倾向,手抛球的能力,适应性,雄心,争论,忠诚,抗压能力,职业,体育道德,情绪控制,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,身高,左脚,右脚,身价（欧元）,当前声望,本国声望,世界声望,种族,RCA,肤色,出生日期,国家队出场,国家队进球,工资（欧元）,UID,防守,身体,速度_2,创造,进攻,技术_2,制空,精神,拦截射门,身体_2,速度_3,精神_2,指挥防守,意外性,制空_2,大脚,球员习惯,二维码&球员名片&扫码填写评价
Gianluigi Donnarumma,GK ,26,167,170,Italy,Manchester City,43252073,3,1,6,1,9,7,7,3,8,3,9,6,7,6,12,15,16,14,15,15,15,6,14,2,15,15,8,13,10,16,17,18,15,11,15,16,15,4,15,4,16,15,15,14,9,16,14,16,18,11,14,14,19,16,5,13,15,14,15,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,196,8,20,"£74,745,000",8350,8350,7800,MediterraneanHispanic,167,6,36216,74,0,"£250,000",43252073,8.33333333333333,16,10.5,7.66666666666667,5.66666666666667,7,12.5,15.1666666666667,17,16,10.5,15.1666666666667,14.5,9,15.5,14,,#NAME?
Marcus Thuram,ST L,27,167,170,"France,Guadeloupe",Blu-neri Milano,48037335,4,10,17,15,17,5,13,14,4,4,13,13,7,17,13,14,12,15,13,14,13,17,12,15,6,14,13,14,17,15,17,14,15,17,14,17,15,9,14,10,11,3,1,4,3,3,3,3,4,2,1,1,17,16,10,11,14,15,12,13,1,1,1,1,1,1,1,5,1,1,15,10,10,20,192,12,20,"£73,457,576",8350,7500,7600,AfricanCaribbean,166,16,35648,30,2,"£127,803",48037335,5.66666666666667,15.75,17,14.3333333333333,15,17,13.5,13.3333333333333,3.5,15.75,17,13.3333333333333,2.5,3,3,2,"跑肋部空间接球
趟球变向加速过人
尝试花式动作
经常带球",#NAME?
"Gabriel(Arsenal,Brazil)",D C,27,167,168,Brazil,Arsenal,19242094,4,7,10,7,12,4,19,6,7,16,13,7,18,13,17,15,18,11,12,14,17,8,13,9,15,16,13,14,13,13,14,17,13,15,16,19,17,15,12,8,4,3,3,2,1,2,2,1,1,3,4,1,15,14,8,16,14,14,8,7,1,1,20,1,1,1,1,1,1,1,1,1,1,1,190,20,10,"£78,650,000",8350,8350,7000,AfricanCaribbean,164,15,35783,14,1,"£190,000",19242094,16.3333333333333,15.5,14,11.3333333333333,9,11.6666666666667,18,15.3333333333333,1,15.5,14,15.3333333333333,2.5,1,2.5,1.5,"激怒对手
不喜欢倒地铲球
鼓动观众情绪",#NAME?
Luka Modrić,DM/M C,39,166,180,Croatia,Casciavit Milano,653054,16,15,16,11,20,13,7,13,6,8,18,14,9,19,12,16,14,18,18,18,17,15,16,14,14,16,19,14,13,13,14,6,13,11,11,8,17,12,18,11,16,4,2,1,3,4,4,2,1,1,1,3,10,15,5,17,17,20,19,17,1,1,1,1,1,1,19,1,20,1,1,15,1,1,172,10,20,"£5,884,907",8300,9500,8300,MediterraneanHispanic,163,3,31299,188,28,"£107,693",653054,10.3333333333333,11.5,12,17.3333333333333,14.3333333333333,18.3333333333333,6.5,16.5,1.5,11.5,12,16.5,1.5,3,4,3.5,"用外脚背
回撤拿球
控制节奏
喜欢将球转移到边路
倾向于尽可能长地延续自己的职业生涯（隐藏习惯）",#NAME?
Khvicha Kvaratskhelia,AM LC,24,166,174,Georgia,Paris Saint-Germain,59130638,8,14,18,15,18,14,11,14,4,8,16,15,10,18,11,12,12,14,11,15,17,19,10,17,5,11,15,12,15,18,13,9,16,15,12,10,16,8,12,7,13,2,1,2,3,1,1,2,3,2,2,2,19,18,4,10,16,15,13,14,1,1,1,1,1,1,1,14,1,10,20,15,11,12,183,15,20,"£113,500,064",8300,8550,7750,NorthernEuropean,163,2,36934,41,18,"£271,892",59130638,7.66666666666667,13.25,15,16.6666666666667,15.3333333333333,18,10,13,2.5,13.25,15,13,1.5,3,1.5,1.5,"经常尝试传身后球
尝试花式动作
喜欢从双侧内切
经常带球",#NAME?
"Marquinhos(Paris Saint-Germain,Brazil,Portugal)",D/DM C,31,166,167,"Brazil,Portugal",Paris Saint-Germain,19163495,4,11,10,8,13,4,16,10,7,16,13,8,16,13,15,17,15,16,16,15,16,10,16,8,16,17,13,15,13,13,16,16,15,14,16,15,16,8,15,8,15,2,2,3,3,2,4,4,3,2,4,3,15,16,7,16,14,18,15,16,1,1,20,14,1,1,16,1,1,1,1,1,1,1,183,10,20,"£300,000,000",8300,8700,7650,MixedRace,166,12,34468,99,7,"£279,205",19163495,16,15,13.5,12,10.6666666666667,12,16,16,3.5,15,13.5,16,2.5,3,2,3.5,不喜欢倒地铲球,#NAME?
Lamine Yamal,M/AM R,18,165,-10,"Spain,Morocco,Equatorial Guinea",Barcelona,2000256231,13,17,18,14,18,11,7,15,6,5,17,11,6,18,9,13,11,15,14,16,17,19,8,15,7,13,18,11,16,18,14,9,14,15,12,10,16,8,18,6,12,3,2,3,2,1,1,1,1,2,2,3,12,16,9,15,16,14,13,14,1,1,1,1,1,1,1,10,12,18,12,14,20,14,180,20,10,"£223,045,712",8250,8250,7500,NorthAfricanMiddleEastern,165,14,39276,21,6,"£280,867",2000256231,6,13.5,15.5,18,14.6666666666667,18,8,14,1,13.5,15.5,14,2.5,2,2,2,"用外脚背
尝试花式动作
喜欢接脚下球
从右路内切",#NAME?
Jamal Musiala,AM RLC,22,165,185,"Germany,England,Nigeria",FC Bayern München,28124579,8,9,19,15,16,8,13,14,6,9,15,12,11,18,12,15,12,15,13,14,16,18,7,14,9,15,15,15,15,18,16,12,12,15,13,10,15,5,16,12,15,1,3,2,3,3,1,3,1,3,2,2,18,19,4,15,14,16,16,18,1,1,1,1,1,1,12,12,15,12,18,20,15,12,184,12,20,"£137,472,144",8250,8250,7750,AfricanCaribbean,163,10,37678,40,8,"£381,198",28124579,9.66666666666667,14.25,15,16,14.6666666666667,17.6666666666667,12.5,14.1666666666667,2,14.25,15,14.1666666666667,2.5,3,2,1.5,"角度刁钻的射门
喜欢连续过多人
经常带球",#NAME?
Moisés Caicedo,DM/M C,23,165,185,Ecuador,Chelsea,86078360,5,8,14,11,14,8,9,12,4,13,15,8,18,14,15,15,15,15,15,16,14,14,9,13,15,17,14,20,16,15,12,9,18,14,19,12,14,8,12,6,10,2,4,2,2,1,3,1,3,3,3,1,14,14,8,13,10,14,11,11,1,1,1,14,1,1,20,1,19,1,1,1,1,1,178,8,20,"£136,372,496",8250,7800,6750,AfricanCaribbean,163,17,37197,55,3,"£140,000",86078360,15.3333333333333,14.5,15,14.3333333333333,13,14,9,15.3333333333333,2,14.5,15,15.3333333333333,3,2,1.5,2,倒地铲球,#NAME?
Ederson,GK ,31,165,180,"Brazil,Portugal",Fenerbahçe A.Ş.,55057659,5,3,11,3,14,8,9,12,3,1,16,12,1,14,12,17,18,17,16,15,16,2,10,12,16,14,13,13,8,11,11,13,15,10,12,13,16,5,16,5,1,13,16,14,15,16,20,14,15,16,6,17,16,14,4,12,20,16,10,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,20,12,"£300,000,000",8450,8500,7000,MediterraneanHispanic,166,8,34198,29,0,"£228,516",55057659,6,11.75,9,10.3333333333333,10.6666666666667,13,11,16,14.5,11.75,9,16,15,15,14.5,18.5,,#NAME?
Frenkie de Jong,DM/M C,28,165,180,Netherlands,Barcelona,37047745,13,14,17,11,17,13,9,10,6,9,17,11,12,17,10,16,11,16,13,16,14,14,12,14,14,17,18,13,13,16,15,9,13,13,15,11,14,2,13,12,17,2,3,2,2,1,2,1,2,2,1,1,15,14,8,14,13,15,16,17,1,1,12,1,1,1,19,12,20,12,10,12,10,1,181,12,20,"£67,420,632",8250,8250,7600,NorthernEuropean,163,4,35562,59,2,"£397,535",37047745,11.6666666666667,14.25,13,16.3333333333333,13.6666666666667,17,9,14.5,1.5,14.25,13,14.5,2.5,2,1.5,1.5,"经常尝试传身后球
回撤拿球
控制节奏
利用脚下技术将球带出危险区",#NAME?
Jan Oblak,GK ,32,165,178,Slovenia,A. Madrid,64016316,4,3,2,2,12,5,1,3,3,3,9,12,3,9,8,11,13,16,15,15,15,15,15,3,16,12,8,12,11,13,13,14,9,13,13,13,15,9,15,5,10,15,12,15,4,18,15,16,19,12,9,14,14,19,7,13,16,10,15,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,189,8,20,"£300,000,000",8250,8600,7500,NorthernEuropean,159,5,33976,77,0,"£307,765",64016316,7.33333333333333,13,12,10.6666666666667,7,7.66666666666667,7.5,13.5,17.5,13,12,13.5,13.5,4,16.5,14.5,喜欢通过长距离手抛球发起防守反击,#NAME?
Rodrygo,AM/ST RL,24,165,178,"Brazil,Spain",R. Madrid,19306929,11,12,17,17,15,14,12,14,8,5,15,12,6,15,11,14,14,14,13,14,14,15,11,17,10,13,14,14,15,16,16,7,12,16,15,13,12,7,16,9,11,3,1,1,2,1,2,3,2,2,2,3,12,13,11,14,13,15,15,15,1,1,1,1,1,1,1,12,1,14,19,14,20,16,174,10,20,"£71,880,392",8250,8000,7750,AfricanCaribbean,159,12,36900,33,7,"£199,433",19306929,7,15,15.5,14.6666666666667,16,15.6666666666667,9.5,13.6666666666667,2.5,15,15.5,13.6666666666667,1,2,2,2.5,"跑肋部空间接球
角度刁钻的射门
喜欢从双侧内切",#NAME?
Nuno Mendes,D/WB L,23,165,177,"Portugal,Cape Verde Islands",Paris Saint-Germain,83261910,13,15,15,10,15,7,9,10,11,12,14,9,14,14,14,14,12,14,12,13,14,12,8,14,13,12,13,13,18,15,14,10,16,18,15,13,15,6,11,11,14,1,1,3,3,1,3,4,2,1,1,3,16,15,6,15,17,14,14,15,1,20,13,1,20,1,1,14,1,1,1,1,1,1,176,20,12,"£129,994,088",8250,8750,7000,AfricanCaribbean,152,14,37426,37,1,"£127,636",83261910,13,14.25,18,13,12.6666666666667,14.6666666666667,9.5,12.8333333333333,3,14.25,18,12.8333333333333,2,3,1,3,"插入对方禁区
有机会就前插",#NAME?
Dani Olmo,M/AM/ST C,27,165,170,Spain,Barcelona,24048100,13,13,17,13,18,13,9,13,6,9,17,13,10,18,11,16,12,16,11,14,16,17,10,14,10,14,17,14,13,16,15,10,10,12,14,10,12,7,16,15,15,2,1,2,3,2,2,1,2,1,3,1,13,16,2,14,16,17,13,10,1,1,1,1,1,1,10,12,18,12,14,20,14,16,179,12,20,"£74,348,576",8250,8250,7750,NorthernEuropean,158,1,35922,43,11,"£207,409",24048100,9.66666666666667,13.75,12.5,17,14.3333333333333,17.6666666666667,9.5,13.8333333333333,1.5,13.75,12.5,13.8333333333333,1.5,3,2,1.5,"角度刁钻的射门
撞墙式配合
尝试花式动作",#NAME?
Dayot Upamecano,D C,26,165,170,"France,Guinea-Bissau",FC Bayern München,16182894,3,8,12,6,13,3,14,8,10,17,16,10,17,13,16,16,17,16,13,14,16,12,12,9,16,16,16,16,15,12,16,16,12,16,13,17,15,16,14,10,10,3,3,1,3,3,2,1,1,1,3,1,15,17,8,13,12,13,8,10,1,1,20,8,1,1,12,1,10,1,1,1,1,1,186,9,20,"£70,070,744",8250,7750,7750,AfricanCaribbean,165,17,36095,30,2,"£182,312",16182894,16.6666666666667,14.5,15.5,14.6666666666667,10.3333333333333,12.6666666666667,15,15.3333333333333,1,14.5,15.5,15.3333333333333,2,3,3,1.5,"利用脚下技术将球带出危险区
长距离传球
把球带出防守区域",#NAME?
John Stones,D/DM RC,31,165,170,England,Manchester City,28060397,4,6,14,8,14,5,14,6,8,13,16,12,16,16,13,16,17,18,16,15,13,12,13,15,16,16,14,17,14,13,12,16,16,15,15,15,16,8,14,16,13,3,2,3,2,3,2,3,3,3,2,3,10,17,7,15,14,15,13,16,1,1,20,15,1,1,16,1,1,1,1,1,1,1,188,12,20,"£51,741,188",8250,8250,8000,NorthernEuropean,165,5,34482,83,3,"£200,000",28060397,15,13.75,14.5,14,13.6666666666667,14.6666666666667,15,15.5,3,13.75,14.5,15.5,2.5,2,3,2.5,"利用脚下技术将球带出危险区
把球带出防守区域",#NAME?
"Reece James(Chelsea,England)",D/WB RC,25,165,170,England,Chelsea,28108035,13,16,11,12,14,14,14,11,9,13,12,12,14,15,16,13,18,16,14,17,17,12,13,12,13,15,11,16,15,12,19,10,12,14,14,18,16,10,15,15,13,1,2,2,2,1,2,1,2,1,1,2,18,17,4,13,16,19,15,12,1,10,16,20,10,19,14,1,12,12,1,1,1,1,179,10,20,"£86,400,000",8250,8250,7000,AfricanCaribbean,160,13,36502,19,1,"£250,000",28108035,13.3333333333333,15.75,14.5,11.6666666666667,13.3333333333333,13.3333333333333,12,15.6666666666667,1.5,15.75,14.5,15.6666666666667,2,2,1,2,"大力射门
弧线球射门
利用脚下技术将球带出危险区",#NAME?
Marc-André ter Stegen,GK ,33,164,183,Germany,Barcelona,35017428,5,3,1,1,13,8,6,3,1,3,17,2,1,14,11,15,14,16,15,14,16,5,15,3,13,14,9,10,13,13,16,14,13,11,13,14,14,6,12,13,13,12,14,15,13,13,18,12,18,9,15,16,16,18,13,11,15,13,14,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,187,15,20,"£41,198,520",8200,8200,7800,NorthernEuropean,162,1,33724,44,0,"£232,039",35017428,5.66666666666667,14,12,10.3333333333333,6.66666666666667,9.33333333333333,10,14.6666666666667,15,14,12,14.6666666666667,14.5,13,12.5,17,,#NAME?
Bernardo Silva,M/AM RC,30,164,180,Portugal,Manchester City,55041632,14,15,17,15,17,13,10,13,2,12,17,13,8,18,13,16,15,16,14,14,16,17,12,17,13,17,17,20,13,15,16,7,17,12,16,9,16,10,16,6,20,1,3,3,2,2,1,1,2,1,4,3,15,17,14,11,13,17,12,8,1,14,1,1,1,1,1,12,20,16,12,20,19,9,173,20,8,"£74,801,920",8850,8200,8850,MediterraneanHispanic,163,6,34556,102,13,"£250,000",55041632,11,14,12.5,17,16,17.3333333333333,8.5,15.3333333333333,1.5,14,12.5,15.3333333333333,3,2,1.5,2,"用外脚背
喜欢从双侧内切
经常带球",#NAME?
Dejan Kulusevski,M/AM RC,25,164,175,"Sweden,North Macedonia",Tottenham Hotspur,43295814,11,13,16,14,17,9,7,11,4,4,15,11,7,16,7,15,8,14,12,14,15,15,14,15,6,17,14,17,13,14,17,12,14,14,18,17,15,11,14,6,15,3,1,2,3,1,1,2,2,1,3,2,16,14,8,12,15,14,13,10,1,1,1,1,1,9,1,12,17,18,14,20,20,14,186,20,13,"£92,400,000",8400,8000,7000,NorthernEuropean,157,2,36641,45,5,"£128,000",43295814,5.66666666666667,16.5,13.5,14.6666666666667,14.3333333333333,16.3333333333333,9.5,13.5,2,16.5,13.5,13.5,1.5,3,2,1.5,"经常尝试传身后球
角度刁钻的射门
回撤拿球",#NAME?
Jules Koundé,D R,26,164,175,"France,Benin",Barcelona,48036304,10,13,14,13,14,9,13,13,13,14,14,11,15,14,15,15,15,14,13,14,15,13,13,16,13,15,14,16,15,16,16,11,16,15,16,14,13,8,15,8,16,1,3,3,1,3,2,1,1,3,3,1,15,15,8,13,14,15,13,12,1,12,14,20,10,15,1,1,1,10,1,1,1,1,178,13,20,"£61,436,396",8200,8000,7750,AfricanCaribbean,163,12,36111,42,0,"£224,693",48036304,14,15.5,15,13.6666666666667,14.3333333333333,14,12,14.5,1,15.5,15,14.5,3,1,2,1.5,"有机会就前插
趟球变向加速过人
长距离传球
把球带出防守区域",#NAME?
Trent Alexander-Arnold,D/WB/DM RC,26,163,174,England,R. Madrid,28104124,15,17,11,8,17,15,11,12,9,10,19,11,12,17,13,14,11,16,12,14,15,14,12,15,11,15,17,14,14,14,15,11,15,14,14,13,15,10,15,6,14,1,3,1,2,2,3,1,3,1,2,3,15,18,8,14,14,15,12,14,1,9,1,20,12,19,17,1,15,13,1,1,1,1,180,14,20,"£56,963,920",8150,8150,7250,NorthernEuropean,151,14,36075,34,4,"£248,607",28104124,11,14,14,16.6666666666667,13,15,11,13.5,2,14,14,13.5,2,2,1.5,3,"有机会就前插
经常尝试传身后球
主罚远距离任意球
喜欢将球转移到边路",#NAME?
Nico Williams,M/AM RL,23,163,171,"Spain,Ghana,Pays Basque",A. Bilbao,67276230,13,14,15,13,15,11,12,11,8,9,15,14,8,17,13,14,14,15,14,14,17,15,12,15,14,15,14,15,15,15,11,10,16,15,14,14,14,9,15,6,12,2,3,2,1,1,1,3,2,1,1,2,12,13,6,15,13,13,13,11,1,1,1,1,1,1,1,18,1,17,20,1,19,14,181,15,20,"£82,099,640",8150,8150,7400,AfricanCaribbean,162,16,37449,28,6,"£268,493",67276230,10.3333333333333,13.5,15,14.6666666666667,14.3333333333333,15.6666666666667,11,14.6666666666667,2.5,13.5,15,14.6666666666667,2.5,1,1.5,1.5,"喜欢从双侧内切
喜欢连续过多人
经常带球",#NAME?
Alexis Mac Allister,DM/M/AM C,26,163,169,Argentina,Liverpool,14157184,14,13,13,12,16,14,9,13,4,10,16,15,14,16,14,17,14,17,17,16,16,13,11,16,14,18,15,16,13,14,14,8,14,12,15,12,16,9,17,6,12,3,1,1,2,3,1,3,1,3,1,1,18,14,3,14,15,16,15,15,1,1,1,1,1,1,19,12,20,12,12,19,12,8,174,9,20,"£69,326,248",8150,7950,7250,MediterraneanHispanic,160,7,36153,38,4,"£175,000",14157184,12.6666666666667,13.75,12.5,14.6666666666667,15,15,8.5,16.3333333333333,2,13.75,12.5,16.3333333333333,1,2,3,1,后排插上进攻,#NAME?
Omar Marmoush,AM/ST RLC,26,163,168,"Egypt,Canada",Manchester City,91205962,15,12,16,14,14,18,11,14,6,7,13,16,8,15,13,16,11,16,13,14,16,16,12,16,7,13,15,15,16,16,15,11,14,16,13,13,17,8,14,8,16,1,2,1,2,3,2,3,3,1,1,3,16,18,8,10,15,16,10,11,1,1,1,8,8,10,1,12,1,10,18,15,15,20,183,9,20,"£72,975,000",8150,7750,7150,NorthAfricanMiddleEastern,155,7,36198,37,6,"£260,000",91205962,7.33333333333333,14.25,16,14.6666666666667,15.3333333333333,15,11,13.8333333333333,3,14.25,16,13.8333333333333,1.5,2,2,2.5,"撞墙式配合
主罚远距离任意球
喜欢连续过多人
经常带球",#NAME?
Antonio Rüdiger,D C,32,163,166,"Germany,Sierra Leone",R. Madrid,92023410,5,10,10,7,10,9,15,8,14,15,12,7,17,11,18,14,18,13,15,16,17,9,18,8,14,13,12,15,16,10,16,15,15,16,16,18,16,16,16,14,13,3,3,2,2,2,1,1,3,3,1,3,15,17,15,9,13,15,8,7,1,10,20,12,1,1,1,1,1,1,1,1,1,1,190,10,20,"£25,744,970",8150,7700,7650,AfricanCaribbean,163,17,34031,79,3,"£240,320",92023410,15.3333333333333,15,16,11,9.33333333333333,10.3333333333333,15,15.5,2,15,16,15.5,2.5,2,2.5,2,"激怒对手
倒地铲球
长距离传球
把球带出防守区域",#NAME?
Aurélien Tchouaméni,DM C,25,162,172,"France,Cameroon",R. Madrid,48042326,8,10,12,9,13,6,13,13,8,16,15,10,16,14,15,16,16,15,13,14,15,13,11,12,14,15,13,17,14,14,15,14,16,16,17,18,14,7,14,9,14,1,3,1,4,2,1,2,3,2,1,2,10,15,7,13,15,15,14,13,1,1,15,1,1,1,20,1,15,1,1,1,1,1,188,10,20,"£53,496,124",8100,7950,7600,AfricanCaribbean,161,15,36552,41,3,"£207,172",48042326,15.3333333333333,16,15,13.6666666666667,12,13,13.5,14.8333333333333,2.5,16,15,14.8333333333333,2,4,1.5,1.5,"长时间控球
长距离传球
喜欢接脚下球",#NAME?
"Luis Díaz(FC Bayern München,Colombia)",M/AM RL,28,162,170,Colombia,FC Bayern München,76049803,11,12,17,13,17,10,13,13,6,8,14,13,8,17,13,14,15,13,12,12,16,16,12,15,8,15,14,16,16,17,15,12,16,16,13,9,14,12,15,6,10,2,3,1,3,1,3,3,1,3,2,3,17,16,7,12,15,14,11,15,1,1,1,1,1,1,1,17,1,12,20,14,16,14,180,12,20,"£85,830,256",8100,8050,7600,MixedRace,160,11,35443,66,19,"£232,033",76049803,8,13.5,16,14.6666666666667,13.6666666666667,17,12.5,14,2,13.5,16,14,2,3,1.5,3,"远射
角度刁钻的射门
尝试倒勾球
经常带球
从左路内切",#NAME?
Alessandro Bastoni,D C,26,162,169,Italy,Blu-neri Milano,43252460,4,14,12,10,15,7,15,8,15,15,16,8,16,14,15,16,17,14,13,14,16,12,12,12,14,17,16,16,14,13,16,15,17,16,14,16,15,13,14,7,10,3,3,3,1,3,3,1,1,1,1,1,14,17,5,15,16,17,13,11,1,10,20,1,1,1,8,1,1,1,1,1,1,1,190,20,10,"£77,411,496",8100,8100,7650,MediterraneanHispanic,162,2,36263,37,2,"£169,351",43252460,15,14.75,15,14.6666666666667,12,13.6666666666667,15,15.5,1,14.75,15,15.5,3,1,3,2,"不喜欢倒地铲球
长距离传球
把球带出防守区域",#NAME?
Bremer,D C,28,162,169,Brazil,Juventus,19270493,4,6,9,12,12,4,17,7,5,17,13,5,16,12,17,17,15,15,16,15,17,7,12,7,15,14,11,16,14,12,15,16,16,15,15,16,16,12,13,9,9,2,3,1,2,4,3,3,1,1,2,2,15,17,5,14,15,16,12,14,1,1,20,1,1,1,1,1,1,1,1,1,1,1,187,8,20,"£51,852,408",8100,7550,6750,AfricanCaribbean,161,13,35507,5,0,"£153,895",19270493,16,14.5,14.5,10.3333333333333,11.3333333333333,11,16.5,15.6666666666667,2,14.5,14.5,15.6666666666667,2,2,3,2.5,,#NAME?
Serhou Guirassy,ST ,29,162,165,"Guinea,France",Borussia Dortmund,85111795,4,8,13,17,15,13,16,13,6,7,14,15,8,15,13,17,15,16,14,14,16,13,14,17,8,16,14,15,13,13,16,16,12,13,13,16,17,12,15,13,8,3,1,1,1,3,1,1,2,1,1,1,13,18,6,7,12,16,8,12,1,1,1,1,1,1,1,1,1,1,12,14,12,20,187,12,20,"£43,210,340",8100,7750,7250,AfricanCaribbean,162,16,35136,24,9,"£174,025",85111795,7.66666666666667,14.5,13,13.6666666666667,16.6666666666667,14.3333333333333,16,15.3333333333333,1.5,14.5,13,15.3333333333333,1,1,3,1,"撞墙式配合
主罚远距离任意球",#NAME?
Scott McTominay,M/AM LC,28,162,163,"Scotland,England",Parthenope,29125343,4,11,13,16,13,5,18,14,4,11,15,7,14,13,17,15,16,18,16,12,18,9,13,16,12,18,12,15,13,13,18,17,19,14,19,18,17,14,15,4,14,3,3,3,2,2,3,3,1,2,3,2,17,15,2,16,15,18,14,16,1,1,10,1,1,1,15,12,20,1,15,19,1,10,193,11,20,"£74,902,792",8100,7750,6750,NorthernEuropean,156,0,35407,61,12,"£92,403",29125343,12.3333333333333,17,13.5,12,16.6666666666667,13,17.5,15.8333333333333,2,17,13.5,15.8333333333333,3,2,2.5,2.5,"插入对方禁区
鼓动观众情绪
第一时间射门",#NAME?
Nicolò Barella,M C,28,161,168,Italy,Blu-neri Milano,43139595,12,12,14,12,16,14,6,14,4,11,16,11,16,15,20,14,18,12,10,13,19,14,14,15,13,17,16,18,15,14,16,7,17,14,17,12,14,14,16,9,12,3,3,4,3,2,1,3,3,1,1,3,12,18,4,18,16,19,10,8,1,1,1,1,1,1,14,8,20,8,1,13,1,1,172,12,20,"£72,965,648",8050,8050,7550,MediterraneanHispanic,161,1,35468,63,10,"£200,096",43139595,13.3333333333333,14.75,14.5,15.3333333333333,13,15,6.5,15.1666666666667,3,14.75,14.5,15.1666666666667,3.5,3,2.5,2,"跑肋部空间接球
有机会就前插
与裁判争论
倒地铲球",#NAME?
Hakan Çalhanoğlu,DM/M C,31,161,164,"Türkiye,Germany",Blu-neri Milano,92026209,19,17,11,13,17,16,6,17,4,10,19,20,13,16,11,16,12,17,13,16,13,16,13,12,12,17,17,12,12,13,12,7,15,12,14,9,15,8,14,10,13,3,1,1,2,1,3,2,4,1,2,2,12,16,6,7,16,14,16,14,1,1,1,1,1,1,20,11,20,10,10,13,9,7,178,12,20,"£300,000,000",8050,7900,7650,NorthAfricanMiddleEastern,153,3,34373,97,21,"£184,641",92026209,11.6666666666667,12,12,17.3333333333333,14,14.6666666666667,6.5,14.5,3,12,12,14.5,1,2,2,2.5,"经常尝试传身后球
大力射门
弧线球射门
控制节奏
长距离传球",#NAME?
Wesley Fofana,D C,24,160,180,"France,Mali,Ivory Coast",Chelsea,49037900,9,6,12,7,12,11,16,5,2,15,12,10,15,14,12,14,13,14,13,16,16,10,10,12,15,13,12,13,15,13,10,16,16,16,16,15,15,10,15,15,8,3,2,1,1,2,1,3,3,1,1,3,14,16,13,8,12,11,10,12,1,1,20,12,1,1,1,1,1,1,1,1,1,1,186,10,20,"£84,556,002",7700,7250,6000,AfricanCaribbean,155,15,36877,1,0,"£200,000",49037900,15,13.5,15.5,11.3333333333333,11,12.6666666666667,16,14.1666666666667,3,13.5,15.5,14.1666666666667,1.5,1,2.5,2,中路带球突进,#NAME?
Anthony Gordon,AM RL,24,160,170,"England,Republic of Ireland,Scotland",Newcastle United,28116386,12,15,17,13,14,12,7,12,5,8,13,12,11,14,13,14,13,15,12,13,17,15,9,16,9,15,14,16,17,14,15,11,12,17,15,10,14,7,8,5,10,3,3,1,3,3,2,1,2,2,3,2,10,16,9,12,12,14,12,11,1,1,1,1,1,1,1,15,1,12,20,14,18,13,183,8,20,"£78,866,667",8000,8000,6650,NorthernEuropean,158,1,36946,12,1,"£130,000",28116386,9.33333333333333,13.5,17,14,14.6666666666667,15,9,14,1.5,13.5,17,14,2,3,3,2,从左路内切,#NAME?
Jérémy Doku,AM/ST RL,23,160,170,"Belgium,Ghana",Manchester City,18106083,11,12,17,11,13,8,5,8,5,5,14,14,7,15,13,11,13,13,13,14,12,17,6,13,8,15,13,14,18,16,13,8,16,16,14,13,14,7,13,9,11,4,1,1,2,1,3,1,3,2,3,2,12,15,12,12,13,11,13,10,1,1,1,1,1,1,1,14,1,10,20,1,15,19,171,12,20,"£84,948,000",8000,8000,7000,AfricanCaribbean,150,17,37403,33,3,"£55,200",18106083,6.66666666666667,14,17,14.6666666666667,12.3333333333333,15,6.5,13,2,14,17,13,1,2,2.5,2.5,"尝试花式动作
喜欢连续过多人",#NAME?
Victor Osimhen,ST ,26,160,170,Nigeria,Galatasaray A.Ş.,13158205,4,7,13,15,16,5,16,12,3,4,10,15,6,14,8,15,16,15,13,13,15,15,13,18,7,13,11,15,17,16,12,15,14,17,13,15,14,13,14,10,10,4,1,3,3,4,3,2,3,1,1,1,15,16,16,7,16,10,9,9,1,1,1,1,1,1,1,1,1,1,10,1,10,20,186,10,20,"£128,857,376",8000,7750,7500,AfricanCaribbean,159,16,36158,40,26,"£436,258",13158205,5.66666666666667,14,17,12,16,14.3333333333333,15.5,14.1666666666667,2.5,14,17,14.1666666666667,2,3,4,2,"角度刁钻的射门
喜欢盘过门将后射门
尝试倒勾球
趟球变向加速过人",#NAME?
